datetime,source_ip,username,success,failure_reason
2022-01-01 14:32:29,155.82.30.97,xChadPearson,false,ErrorWrongUsername
2022-01-01 14:32:30,155.82.30.97,xChadPearson,false,ErrorWrongUsername
2022-01-01 14:32:31,155.82.30.97,RafaelCraig,true,
2022-01-01 15:03:01,61.212.66.8,KurtFleming,false,ErrorWrongPassword
2022-01-01 15:03:02,61.212.66.8,KurtFleming,true,
2022-01-01 15:04:03,61.212.66.8,KurtFleming,true,
2022-01-01 15:13:04,206.240.105.167,KurtFleming,true,
2022-01-01 16:41:01,79.82.174.35,ZackHollwand,false,ErrorWrongUsername
2022-01-01 16:41:02,79.82.174.35,ZackHollwand,false,ErrorWrongUsername
2022-01-01 16:41:03,79.82.174.35,RafelRay,false,ErrorWrongUsername
2022-01-01 16:41:04,79.82.174.35,RafelRay,false,ErrorWrongUsername
2022-01-01 16:41:05,79.82.174.35,Victorolland,false,ErrorWrongUsername
2022-01-01 16:41:06,79.82.174.35,Victorolland,false,ErrorWrongUsername
2022-01-01 16:41:07,79.82.174.35,CalebMitchell,true,
2022-01-01 16:41:08,79.82.174.35,KentFleming,true,
2022-01-01 16:41:09,79.82.174.35,RafaeLawson,false,ErrorWrongUsername
2022-01-01 16:41:10,79.82.174.35,RafaeLawson,false,ErrorWrongUsername
2022-01-01 16:41:11,79.82.174.35,hadLawson,false,ErrorWrongUsername
2022-01-01 16:41:12,79.82.174.35,ChadLawson,false,ErrorWrongPassword
2022-01-01 16:41:13,79.82.174.35,urtPowell,false,ErrorWrongUsername
2022-01-01 16:41:14,79.82.174.35,urtPowell,false,ErrorWrongUsername
2022-01-01 16:41:15,79.82.174.35,CalebFlemig,false,ErrorWrongUsername
2022-01-01 16:41:16,79.82.174.35,CalebFlemig,false,ErrorWrongUsername
2022-01-01 16:41:17,79.82.174.35,VctorWelch,false,ErrorWrongUsername
2022-01-01 16:41:18,79.82.174.35,VctorWelch,false,ErrorWrongUsername
2022-01-01 16:41:19,79.82.174.35,ChacdGardner,false,ErrorWrongUsername
2022-01-01 16:41:20,79.82.174.35,ChacdGardner,false,ErrorWrongUsername
2022-01-01 16:41:21,79.82.174.35,KirkDanels,false,ErrorWrongUsername
2022-01-01 16:41:22,79.82.174.35,KirkDanels,false,ErrorWrongUsername
2022-01-01 16:41:23,79.82.174.35,VictorWllace,false,ErrorWrongUsername
2022-01-01 16:41:24,79.82.174.35,VictorWllace,false,ErrorWrongUsername
2022-01-01 16:41:25,79.82.174.35,DanPerson,false,ErrorWrongUsername
2022-01-01 16:41:26,79.82.174.35,DanPearson,false,ErrorWrongPassword
2022-01-01 16:41:27,79.82.174.35,Dalehodes,false,ErrorWrongUsername
2022-01-01 16:41:28,79.82.174.35,Dalehodes,false,ErrorWrongUsername
2022-01-01 16:41:29,79.82.174.35,DaleLawson,false,ErrorWrongPassword
2022-01-01 16:41:30,79.82.174.35,DaleLawson,false,ErrorWrongPassword
2022-01-01 16:41:31,79.82.174.35,DanGarndner,false,ErrorWrongUsername
2022-01-01 16:41:32,79.82.174.35,DanGarndner,false,ErrorWrongUsername
2022-01-01 16:41:33,79.82.174.35,DaleCraig,false,ErrorWrongPassword
2022-01-01 16:41:34,79.82.174.35,DaleCraig,false,ErrorWrongPassword
2022-01-01 16:41:35,79.82.174.35,PaulGardner,false,ErrorWrongPassword
2022-01-01 16:41:36,79.82.174.35,PaulGardner,true,
2022-01-01 16:41:37,79.82.174.35,ChaodHolland,false,ErrorWrongUsername
2022-01-01 16:41:38,79.82.174.35,ChaodHolland,false,ErrorWrongUsername
2022-01-01 16:41:39,79.82.174.35,RafaeklCurtis,false,ErrorWrongUsername
2022-01-01 16:41:40,79.82.174.35,RafaeklCurtis,false,ErrorWrongUsername
2022-01-01 16:41:41,79.82.174.35,KusrtWelch,false,ErrorWrongUsername
2022-01-01 16:41:42,79.82.174.35,KusrtWelch,false,ErrorWrongUsername
2022-01-01 16:41:43,79.82.174.35,GavinDaniels,false,ErrorWrongPassword
2022-01-01 16:41:44,79.82.174.35,GavinDaniels,true,
2022-01-01 16:41:45,79.82.174.35,KentMitcphell,false,ErrorWrongUsername
2022-01-01 16:41:46,79.82.174.35,KentMitcphell,false,ErrorWrongUsername
2022-01-01 16:41:47,79.82.174.35,RafaelWallace,true,
2022-01-01 16:41:48,79.82.174.35,DaleFaleming,false,ErrorWrongUsername
2022-01-01 16:41:49,79.82.174.35,DaleFaleming,false,ErrorWrongUsername
2022-01-01 16:41:50,79.82.174.35,DalePesarson,false,ErrorWrongUsername
2022-01-01 16:41:51,79.82.174.35,DalePesarson,false,ErrorWrongUsername
2022-01-01 16:41:52,79.82.174.35,KirkLambert,false,ErrorWrongPassword
2022-01-01 16:41:53,79.82.174.35,KirkLambert,false,ErrorWrongPassword
2022-01-01 16:41:54,79.82.174.35,ChaMitchell,false,ErrorWrongUsername
2022-01-01 16:41:55,79.82.174.35,ChaMitchell,false,ErrorWrongUsername
2022-01-01 16:41:56,79.82.174.35,GavinWelch,false,ErrorWrongPassword
2022-01-01 16:41:57,79.82.174.35,GavinWelch,true,
2022-01-01 16:41:58,79.82.174.35,KurtCrtis,false,ErrorWrongUsername
2022-01-01 16:41:59,79.82.174.35,KurtCrtis,false,ErrorWrongUsername
2022-01-01 16:42:00,79.82.174.35,VictorRhoes,false,ErrorWrongUsername
2022-01-01 16:42:01,79.82.174.35,VictorRhoes,false,ErrorWrongUsername
2022-01-01 16:42:02,79.82.174.35,ArmandoFlemng,false,ErrorWrongUsername
2022-01-01 16:42:03,79.82.174.35,ArmandoFlemng,false,ErrorWrongUsername
2022-01-01 16:42:04,79.82.174.35,ArmandoDaniels,false,ErrorWrongPassword
2022-01-01 16:42:05,79.82.174.35,ArmandoDaniels,false,ErrorWrongPassword
2022-01-01 16:42:06,79.82.174.35,MathefwWelch,false,ErrorWrongUsername
2022-01-01 16:42:07,79.82.174.35,MathewWelch,false,ErrorWrongPassword
2022-01-01 16:42:08,79.82.174.35,DaleWallace,true,
2022-01-01 16:42:09,79.82.174.35,CalebRhodes,false,ErrorWrongPassword
2022-01-01 16:42:10,79.82.174.35,CalebRhodes,false,ErrorWrongPassword
2022-01-01 16:42:11,79.82.174.35,ArmandoGardnjer,false,ErrorWrongUsername
2022-01-01 16:42:12,79.82.174.35,ArmandoGardner,false,ErrorWrongPassword
2022-01-01 16:42:13,79.82.174.35,VinctorRay,false,ErrorWrongUsername
2022-01-01 16:42:14,79.82.174.35,VictorRay,false,ErrorWrongPassword
2022-01-01 16:42:15,79.82.174.35,LuisDanies,false,ErrorWrongUsername
2022-01-01 16:42:16,79.82.174.35,LuisDanies,false,ErrorWrongUsername
2022-01-01 16:42:17,79.82.174.35,ArmandoHolland,false,ErrorWrongPassword
2022-01-01 16:42:18,79.82.174.35,ArmandoHolland,true,
2022-01-01 16:42:19,79.82.174.35,KentLawson,true,
2022-01-01 16:42:20,79.82.174.35,DaePowell,false,ErrorWrongUsername
2022-01-01 16:42:21,79.82.174.35,DalePowell,false,ErrorWrongPassword
2022-01-01 16:42:22,79.82.174.35,KentRay,false,ErrorWrongPassword
2022-01-01 16:42:23,79.82.174.35,KentRay,true,
2022-01-01 16:42:24,79.82.174.35,CalebHlland,false,ErrorWrongUsername
2022-01-01 16:42:25,79.82.174.35,CalebHlland,false,ErrorWrongUsername
2022-01-01 16:42:26,79.82.174.35,PaulPowll,false,ErrorWrongUsername
2022-01-01 16:42:27,79.82.174.35,PaulPowll,false,ErrorWrongUsername
2022-01-01 16:42:28,79.82.174.35,RafaelWelch,true,
2022-01-01 16:42:29,79.82.174.35,GavinMitchell,false,ErrorWrongPassword
2022-01-01 16:42:30,79.82.174.35,GavinMitchell,false,ErrorWrongPassword
2022-01-01 16:42:31,79.82.174.35,MthewHolland,false,ErrorWrongUsername
2022-01-01 16:42:32,79.82.174.35,MthewHolland,false,ErrorWrongUsername
2022-01-01 16:42:33,79.82.174.35,DanRhoes,false,ErrorWrongUsername
2022-01-01 16:42:34,79.82.174.35,DanRhoes,false,ErrorWrongUsername
2022-01-01 16:42:35,79.82.174.35,GavinHollad,false,ErrorWrongUsername
2022-01-01 16:42:36,79.82.174.35,GavinHolland,true,
2022-01-01 16:42:37,79.82.174.35,PauklLambert,false,ErrorWrongUsername
2022-01-01 16:42:38,79.82.174.35,PauklLambert,false,ErrorWrongUsername
2022-01-01 16:42:39,79.82.174.35,CalebLambert,true,
2022-01-01 16:42:40,79.82.174.35,RafaelRhaodes,false,ErrorWrongUsername
2022-01-01 16:42:41,79.82.174.35,RafaelRhaodes,false,ErrorWrongUsername
2022-01-01 16:42:42,79.82.174.35,RafaelFleming,true,
2022-01-01 16:42:43,79.82.174.35,ArmandoPearson,false,ErrorWrongPassword
2022-01-01 16:42:44,79.82.174.35,ArmandoPearson,false,ErrorWrongPassword
2022-01-01 16:42:45,79.82.174.35,VictorDanidels,false,ErrorWrongUsername
2022-01-01 16:42:46,79.82.174.35,VictorDanidels,false,ErrorWrongUsername
2022-01-01 16:42:47,79.82.174.35,KirkRhodes,true,
2022-01-01 16:42:48,79.82.174.35,ChadRodes,false,ErrorWrongUsername
2022-01-01 16:42:49,79.82.174.35,ChadRodes,false,ErrorWrongUsername
2022-01-01 16:42:50,79.82.174.35,ChadCuris,false,ErrorWrongUsername
2022-01-01 16:42:51,79.82.174.35,ChadCurtis,true,
2022-01-01 16:42:52,79.82.174.35,LuisPesarson,false,ErrorWrongUsername
2022-01-01 16:42:53,79.82.174.35,LuisPesarson,false,ErrorWrongUsername
2022-01-01 16:42:54,79.82.174.35,ZackGardner,false,ErrorWrongPassword
2022-01-01 16:42:55,79.82.174.35,ZackGardner,true,
2022-01-01 16:42:56,79.82.174.35,DanFleming,true,
2022-01-01 16:42:57,79.82.174.35,ArmandoMitcmhell,false,ErrorWrongUsername
2022-01-01 16:42:58,79.82.174.35,ArmandoMitcmhell,false,ErrorWrongUsername
2022-01-01 16:42:59,79.82.174.35,DanMiytchell,false,ErrorWrongUsername
2022-01-01 16:43:00,79.82.174.35,DanMiytchell,false,ErrorWrongUsername
2022-01-01 16:43:01,79.82.174.35,ChadFleiming,false,ErrorWrongUsername
2022-01-01 16:43:02,79.82.174.35,ChadFleming,true,
2022-01-01 16:43:03,79.82.174.35,CalebWech,false,ErrorWrongUsername
2022-01-01 16:43:04,79.82.174.35,CalebWech,false,ErrorWrongUsername
2022-01-01 16:43:05,79.82.174.35,ZackMitchell,false,ErrorWrongPassword
2022-01-01 16:43:06,79.82.174.35,ZackMitchell,false,ErrorWrongPassword
2022-01-01 16:43:07,79.82.174.35,MathewRay,false,ErrorWrongPassword
2022-01-01 16:43:08,79.82.174.35,MathewRay,false,ErrorWrongPassword
2022-01-01 16:43:09,79.82.174.35,ZackWallace,false,ErrorWrongPassword
2022-01-01 16:43:10,79.82.174.35,ZackWallace,true,
2022-01-01 16:43:11,79.82.174.35,MathewMitchell,true,
2022-01-01 16:43:12,79.82.174.35,DanDanils,false,ErrorWrongUsername
2022-01-01 16:43:13,79.82.174.35,DanDanils,false,ErrorWrongUsername
2022-01-01 16:43:14,79.82.174.35,VictorPowell,true,
2022-01-01 16:43:15,79.82.174.35,PaumlWelch,false,ErrorWrongUsername
2022-01-01 16:43:16,79.82.174.35,PaumlWelch,false,ErrorWrongUsername
2022-01-01 16:43:17,79.82.174.35,ZackRodes,false,ErrorWrongUsername
2022-01-01 16:43:18,79.82.174.35,ZackRodes,false,ErrorWrongUsername
2022-01-01 16:43:19,79.82.174.35,KurtgLambert,false,ErrorWrongUsername
2022-01-01 16:43:20,79.82.174.35,KurtgLambert,false,ErrorWrongUsername
2022-01-01 16:43:21,79.82.174.35,VicorCraig,false,ErrorWrongUsername
2022-01-01 16:43:22,79.82.174.35,VicorCraig,false,ErrorWrongUsername
2022-01-01 16:43:23,79.82.174.35,DalkeDaniels,false,ErrorWrongUsername
2022-01-01 16:43:24,79.82.174.35,DalkeDaniels,false,ErrorWrongUsername
2022-01-01 16:43:25,79.82.174.35,KentLambert,true,
2022-01-01 16:43:26,79.82.174.35,GavinGarvdner,false,ErrorWrongUsername
2022-01-01 16:43:27,79.82.174.35,GavinGardner,true,
2022-01-01 16:43:28,79.82.174.35,ArmandoLambert,false,ErrorWrongPassword
2022-01-01 16:43:29,79.82.174.35,ArmandoLambert,true,
2022-01-01 16:43:30,79.82.174.35,RafaelCraig,false,ErrorWrongPassword
2022-01-01 16:43:31,79.82.174.35,RafaelCraig,true,
2022-01-01 16:43:32,79.82.174.35,GvinRay,false,ErrorWrongUsername
2022-01-01 16:43:33,79.82.174.35,GvinRay,false,ErrorWrongUsername
2022-01-01 16:43:34,79.82.174.35,CalebCraig,false,ErrorWrongPassword
2022-01-01 16:43:35,79.82.174.35,CalebCraig,false,ErrorWrongPassword
2022-01-01 16:43:36,79.82.174.35,ictorLawson,false,ErrorWrongUsername
2022-01-01 16:43:37,79.82.174.35,ictorLawson,false,ErrorWrongUsername
2022-01-01 16:43:38,79.82.174.35,GsavinLawson,false,ErrorWrongUsername
2022-01-01 16:43:39,79.82.174.35,GavinLawson,false,ErrorWrongPassword
2022-01-01 16:43:40,79.82.174.35,KurxtRhodes,false,ErrorWrongUsername
2022-01-01 16:43:41,79.82.174.35,KurxtRhodes,false,ErrorWrongUsername
2022-01-01 16:43:42,79.82.174.35,LuisCraig,false,ErrorWrongPassword
2022-01-01 16:43:43,79.82.174.35,LuisCraig,false,ErrorWrongPassword
2022-01-01 16:43:44,79.82.174.35,ZackLawson,false,ErrorWrongPassword
2022-01-01 16:43:45,79.82.174.35,ZackLawson,false,ErrorWrongPassword
2022-01-01 16:43:46,79.82.174.35,aster,false,ErrorWrongUsername
2022-01-01 16:43:47,79.82.174.35,aster,false,ErrorWrongUsername
2022-01-01 16:43:48,79.82.174.35,DaleCuris,false,ErrorWrongUsername
2022-01-01 16:43:49,79.82.174.35,DaleCurtis,true,
2022-01-01 16:43:50,79.82.174.35,ChadWelch,true,
2022-01-01 16:43:51,79.82.174.35,GvinPowell,false,ErrorWrongUsername
2022-01-01 16:43:52,79.82.174.35,GvinPowell,false,ErrorWrongUsername
2022-01-01 16:43:53,79.82.174.35,KirkMitchell,false,ErrorWrongPassword
2022-01-01 16:43:54,79.82.174.35,KirkMitchell,false,ErrorWrongPassword
2022-01-01 16:43:55,79.82.174.35,CalebRay,false,ErrorWrongPassword
2022-01-01 16:43:56,79.82.174.35,CalebRay,false,ErrorWrongPassword
2022-01-01 16:43:57,79.82.174.35,Daleay,false,ErrorWrongUsername
2022-01-01 16:43:58,79.82.174.35,Daleay,false,ErrorWrongUsername
2022-01-01 16:43:59,79.82.174.35,KentWallace,false,ErrorWrongPassword
2022-01-01 16:44:00,79.82.174.35,KentWallace,false,ErrorWrongPassword
2022-01-01 16:44:01,79.82.174.35,GavinsCurtis,false,ErrorWrongUsername
2022-01-01 16:44:02,79.82.174.35,GavinsCurtis,false,ErrorWrongUsername
2022-01-01 16:44:03,79.82.174.35,anHolland,false,ErrorWrongUsername
2022-01-01 16:44:04,79.82.174.35,anHolland,false,ErrorWrongUsername
2022-01-01 16:44:05,79.82.174.35,LuisPowell,true,
2022-01-01 16:44:06,79.82.174.35,KurtPearson,true,
2022-01-01 16:44:07,79.82.174.35,ChadRay,false,ErrorWrongPassword
2022-01-01 16:44:08,79.82.174.35,ChadRay,false,ErrorWrongPassword
2022-01-01 16:44:09,79.82.174.35,LuisHollnd,false,ErrorWrongUsername
2022-01-01 16:44:10,79.82.174.35,LuisHollnd,false,ErrorWrongUsername
2022-01-01 16:44:11,79.82.174.35,KurtRnay,false,ErrorWrongUsername
2022-01-01 16:44:12,79.82.174.35,KurtRnay,false,ErrorWrongUsername
2022-01-01 16:44:13,79.82.174.35,MathjewPowell,false,ErrorWrongUsername
2022-01-01 16:44:14,79.82.174.35,MathjewPowell,false,ErrorWrongUsername
2022-01-01 16:44:15,79.82.174.35,PaulRhodes,false,ErrorWrongPassword
2022-01-01 16:44:16,79.82.174.35,PaulRhodes,true,
2022-01-01 16:44:17,79.82.174.35,DanPowel,false,ErrorWrongUsername
2022-01-01 16:44:18,79.82.174.35,DanPowel,false,ErrorWrongUsername
2022-01-01 16:44:19,79.82.174.35,GavinjRhodes,false,ErrorWrongUsername
2022-01-01 16:44:20,79.82.174.35,GavinjRhodes,false,ErrorWrongUsername
2022-01-01 16:44:21,79.82.174.35,KentDaiels,false,ErrorWrongUsername
2022-01-01 16:44:22,79.82.174.35,KentDaiels,false,ErrorWrongUsername
2022-01-01 16:44:23,79.82.174.35,VictorGiardner,false,ErrorWrongUsername
2022-01-01 16:44:24,79.82.174.35,VictorGiardner,false,ErrorWrongUsername
2022-01-01 16:44:25,79.82.174.35,MathewRhodes,true,
2022-01-01 16:44:26,79.82.174.35,VictorLambert,false,ErrorWrongPassword
2022-01-01 16:44:27,79.82.174.35,VictorLambert,true,
2022-01-01 16:44:28,79.82.174.35,DanWelch,false,ErrorWrongPassword
2022-01-01 16:44:29,79.82.174.35,DanWelch,true,
2022-01-01 16:44:30,79.82.174.35,afaelPearson,false,ErrorWrongUsername
2022-01-01 16:44:31,79.82.174.35,afaelPearson,false,ErrorWrongUsername
2022-01-01 16:44:32,79.82.174.35,CalebLawson,false,ErrorWrongPassword
2022-01-01 16:44:33,79.82.174.35,CalebLawson,false,ErrorWrongPassword
2022-01-01 16:44:34,79.82.174.35,PgaulHolland,false,ErrorWrongUsername
2022-01-01 16:44:35,79.82.174.35,PgaulHolland,false,ErrorWrongUsername
2022-01-01 16:44:36,79.82.174.35,LuisLawson,false,ErrorWrongPassword
2022-01-01 16:44:37,79.82.174.35,LuisLawson,true,
2022-01-01 16:44:38,79.82.174.35,ChadWallace,false,ErrorWrongPassword
2022-01-01 16:44:39,79.82.174.35,ChadWallace,false,ErrorWrongPassword
2022-01-01 16:44:40,79.82.174.35,ArmandoPowell,false,ErrorWrongPassword
2022-01-01 16:44:41,79.82.174.35,ArmandoPowell,false,ErrorWrongPassword
2022-01-01 16:44:42,79.82.174.35,Danallace,false,ErrorWrongUsername
2022-01-01 16:44:43,79.82.174.35,Danallace,false,ErrorWrongUsername
2022-01-01 16:44:44,79.82.174.35,LisRay,false,ErrorWrongUsername
2022-01-01 16:44:45,79.82.174.35,LisRay,false,ErrorWrongUsername
2022-01-01 16:44:46,79.82.174.35,LuisLambrt,false,ErrorWrongUsername
2022-01-01 16:44:47,79.82.174.35,LuisLambrt,false,ErrorWrongUsername
2022-01-01 16:44:48,79.82.174.35,KentWelch,true,
2022-01-01 16:44:49,79.82.174.35,ZackPcowell,false,ErrorWrongUsername
2022-01-01 16:44:50,79.82.174.35,ZackPcowell,false,ErrorWrongUsername
2022-01-01 16:44:51,79.82.174.35,KirkRay,true,
2022-01-01 16:44:52,79.82.174.35,PaulPsearson,false,ErrorWrongUsername
2022-01-01 16:44:53,79.82.174.35,PaulPsearson,false,ErrorWrongUsername
2022-01-01 16:44:54,79.82.174.35,PaulWallace,false,ErrorWrongPassword
2022-01-01 16:44:55,79.82.174.35,PaulWallace,false,ErrorWrongPassword
2022-01-01 16:44:56,79.82.174.35,CalebDaniels,false,ErrorWrongPassword
2022-01-01 16:44:57,79.82.174.35,CalebDaniels,false,ErrorWrongPassword
2022-01-01 16:44:58,79.82.174.35,CalebWallace,false,ErrorWrongPassword
2022-01-01 16:44:59,79.82.174.35,CalebWallace,false,ErrorWrongPassword
2022-01-01 16:45:00,79.82.174.35,KirkWallaace,false,ErrorWrongUsername
2022-01-01 16:45:01,79.82.174.35,KirkWallace,false,ErrorWrongPassword
2022-01-01 16:45:02,79.82.174.35,RafaelGardner,false,ErrorWrongPassword
2022-01-01 16:45:03,79.82.174.35,RafaelGardner,false,ErrorWrongPassword
2022-01-01 16:45:04,79.82.174.35,ZackRay,false,ErrorWrongPassword
2022-01-01 16:45:05,79.82.174.35,ZackRay,false,ErrorWrongPassword
2022-01-01 16:45:06,79.82.174.35,KirkCraig,false,ErrorWrongPassword
2022-01-01 16:45:07,79.82.174.35,KirkCraig,false,ErrorWrongPassword
2022-01-01 16:45:08,79.82.174.35,DanCurtis,true,
2022-01-01 16:45:09,79.82.174.35,ArmandoLawsn,false,ErrorWrongUsername
2022-01-01 16:45:10,79.82.174.35,ArmandoLawsn,false,ErrorWrongUsername
2022-01-01 16:45:11,79.82.174.35,GavinLambert,true,
2022-01-01 16:45:12,79.82.174.35,KurtCraig,false,ErrorWrongPassword
2022-01-01 16:45:13,79.82.174.35,KurtCraig,false,ErrorWrongPassword
2022-01-01 16:45:14,79.82.174.35,ZackPearson,true,
2022-01-01 16:45:15,79.82.174.35,DaleHolland,false,ErrorWrongPassword
2022-01-01 16:45:16,79.82.174.35,DaleHolland,true,
2022-01-01 16:45:17,79.82.174.35,KurtWallae,false,ErrorWrongUsername
2022-01-01 16:45:18,79.82.174.35,KurtWallace,true,
2022-01-01 16:45:19,79.82.174.35,RafiaelPowell,false,ErrorWrongUsername
2022-01-01 16:45:20,79.82.174.35,RafiaelPowell,false,ErrorWrongUsername
2022-01-01 16:45:21,79.82.174.35,ArmandoCurtis,false,ErrorWrongPassword
2022-01-01 16:45:22,79.82.174.35,ArmandoCurtis,true,
2022-01-01 16:45:23,79.82.174.35,VictorFleming,true,
2022-01-01 16:45:24,79.82.174.35,MathewLawson,false,ErrorWrongPassword
2022-01-01 16:45:25,79.82.174.35,MathewLawson,true,
2022-01-01 16:45:26,79.82.174.35,CalebGardner,false,ErrorWrongPassword
2022-01-01 16:45:27,79.82.174.35,CalebGardner,true,
2022-01-01 16:45:28,79.82.174.35,GavinCrxaig,false,ErrorWrongUsername
2022-01-01 16:45:29,79.82.174.35,GavinCrxaig,false,ErrorWrongUsername
2022-01-01 16:45:30,79.82.174.35,KentCurts,false,ErrorWrongUsername
2022-01-01 16:45:31,79.82.174.35,KentCurts,false,ErrorWrongUsername
2022-01-01 16:45:32,79.82.174.35,CalebCurtis,false,ErrorWrongPassword
2022-01-01 16:45:33,79.82.174.35,CalebCurtis,true,
2022-01-01 16:45:34,79.82.174.35,KrkPearson,false,ErrorWrongUsername
2022-01-01 16:45:35,79.82.174.35,KrkPearson,false,ErrorWrongUsername
2022-01-01 16:45:36,79.82.174.35,GavinPearson,true,
2022-01-01 16:45:37,79.82.174.35,MathewLhambert,false,ErrorWrongUsername
2022-01-01 16:45:38,79.82.174.35,MathewLhambert,false,ErrorWrongUsername
2022-01-01 16:45:39,79.82.174.35,ChadCraig,false,ErrorWrongPassword
2022-01-01 16:45:40,79.82.174.35,ChadCraig,false,ErrorWrongPassword
2022-01-01 16:45:41,79.82.174.35,admnin,false,ErrorWrongUsername
2022-01-01 16:45:42,79.82.174.35,admnin,false,ErrorWrongUsername
2022-01-01 16:45:43,79.82.174.35,VictorMitchell,false,ErrorWrongPassword
2022-01-01 16:45:44,79.82.174.35,VictorMitchell,false,ErrorWrongPassword
2022-01-01 16:45:45,79.82.174.35,hKurtHolland,false,ErrorWrongUsername
2022-01-01 16:45:46,79.82.174.35,hKurtHolland,false,ErrorWrongUsername
2022-01-01 16:45:47,79.82.174.35,RafaelLambert,true,
2022-01-01 16:45:48,79.82.174.35,Chadambert,false,ErrorWrongUsername
2022-01-01 16:45:49,79.82.174.35,ChadLambert,false,ErrorWrongPassword
